score,title,user_name,user_country,review_date,is_verified,review_body,airline,seat,aircraft,layout
4,personal monitors were out of service,Pulok Gupta,United States,5th April 2011,,"The personal monitors were out of service on both my wife's and mine on the way out. On the way back the monitor's front screen was cracked and mine was not working. We were seated on the ""exit"" row and could not see the front main screen as it very fuzzy and working intermittently.",Air India ,Economy Class,Boeing 777ER,3x4x3
7,seats were comfortable,N Gandhi,United States,13th January 2009,,"Relatively new 777-200LR. The seats were comfortable for most of the flight but towards the end of the 15 hour flight they got a little stiff. The recline was ok. Another 1-2 inches of recline would've been great. I'm 6'2"" tall and found the legroom to be adequate. Not great but adequate. The aisle seat would be the best bet for tall people. The middle and window seats had some footspace taken away because there was a box mounted beneath the seat in front of the passenger.",Air India ,Economy Class,B777-200ER,3x3x3
4,the legspace is quite bad,David Hauptmann,Netherlands,11th August 2017,," Generally everything is OK, considering Transavia is a low budget airline. Only the legspace is quite bad for tall people, the seats are a bit old-fashioned, so other low cost airlines offer better seats (e. g. Eurowings, EasyJet or Ryanair). So if you're tall, avoid long flight without upgrades to a better seat.",Transavia ,Economy Class,Boeing 737-800,3x3
7,I had plenty of legroom,A Wong,Canada,25th November 2019,1," 
EasyJet seats are what you’d expect on a budget airline. No recline, narrow, non-adjustable headrests. Seats use a cloth upholstery compared to Ryanair’s leather and the seat cushions seem to offer a little more support. I was given an exit row, so I had plenty of legroom.",easyJet ,Economy Class,A319,3x3
3,make seats and belts more roomy,N Kavanagh,United Kingdom,18th May 2019,1," Seats are tiny, I’m 5ft 8 and I’m a size 18 which is above average size in the UK. The belt just about fitted me. The amount of belt extensions that I seen given out for men and women were something to think about! Maybe make your seats and belts more roomy. I couldn’t even use the table. I’ve flown with Ryanair, Thomas cook, TUI , British airways and never had a problem!",easyJet ,Economy Class,A319,3x3
7,seats were a little tired,T Hawes,United Kingdom,8th October 2018,1," The A319 seats were a little tired (old interior) but comfortable none the less. Legroom is always good for me because I am small. The seats were ok for a short flight but, I wouldn't fly with EasyJet (old interior) for more than 4 hours.",easyJet ,Economy Class,A319,3x3
1,Cramped and uncomfortable,E Mclean,United Kingdom,9th September 2017,," Cramped and uncomfortable. My partner is 6'7"" and was unable to move during the flight. He could not lean forward, nor could he rest his head on anything. I am not quite as tall but still left the flight with aching legs and had to walk around for some time to get the circulation back. Appalling conditions.",easyJet ,Economy Class,A319,3x3
8,seats were perfectly comfortable,N Stainton,United Kingdom,10th May 2017,," Quick hop from Luton to Belfast and back. The outward bound cabin was newer with black seats and felt clean and spacious. Inbound was older cabin that was looking a bit tired. But on both legs, seats were perfectly comfortable for the short journey, and I had no cause to recline. I had more legroom than expected. I got what I paid for and have no complaint whatsoever.",easyJet ,Economy Class,A319,3x3
8,good but not extremely good,J Smethurst,United Kingdom,27th November 2016,,"The easyJet A320 seats aren't much different to a car. Pretty good but not extremely good. Theres no screen, no recline option and no power supply, but the seat was comfy. So read a book. What I expected from a budget airline. The seats have some storage but not much and the seat width is good.",easyJet ,Economy Class,A320,3x3
1,the seat was pure torture,Mark Squire,United Kingdom,13th November 2016,,"Have been using Easyjet since they were GO and always found reliable. However yesterday flying back from Malaga on a new plane will be the last time. I suffer with a degenerated neck leading to a propensity to trapped nerves the seat was pure torture. The new seats to save space have your head leaning forward from the seat this is ergonomically incorrect. This airline has gone too far the legroom non-existent and the seats painful. I along with another guy stood at the back of the plane for the duration it really was the only option. Last time with Easyjet will now favour Norweign and can't believe I'm saying it, Ryanair. easyJet they seemed to have aggresively raised there food drink prices too",easyJet ,Economy Class,A320,3x3
9,seats are a joy to sit in,A Mackenzie,Denmark,26th August 2016,,"Top marks to easyJet with their non-recline recaro seats. These seats are a joy to sit in, with plenty of leg-room when you sit up straight. Not having some person reclining into your space makes for a very relaxed trip. There is also plenty of under seat storage.",easyJet ,Economy Class,A319,3x3
5,It was hard to get comfortable,S Lanner,Netherlands,22nd August 2016,," Standard short-haul seating with thin cushions and no extra facilities whatsoever. I was on a 40 minute flight time flight from Amsterdam to London, and I wouldn't want to sit in this seat for very much longer than that period of time. It was hard to get comfortable and to prevent yourself from getting pins and needles.",easyJet ,Economy Class,A319,3x3
9,worth the extra fee involved,Peter Driscoll,United Kingdom,6th August 2016,,"Paid extra £18.00 each way for an exit row seat with the extra legroom on this A320. Outward trip in 13A was comfortable enough with plenty of room to stretch my legs. Return leg in a slightly newer A320 in 13F. This plane had slightly harder seats but there seemed to be a more generous seat pitch. It was really great being able to stretch out and relax, well worth the extra fee involved.",easyJet ,Economy Class,A320,3x3
9,very good low-cost,Paul Demouveau,France,23rd June 2016,,"FR: Encore un vol avec easyjet qui est vraiment une très bonne lowcost pour ne pas dire une des meilleurs ! Vol régulier vers Lille avec cette compagnie, j'ai eu cette fois-ci le plaisir d'avoir un des derniers A320 mis en service. Et quel bonheur ! Une disposition de cabine agréable, et un équipage comme toujours souriant et très attentifs à nos besoins. EN: Another flight with easyJet, really a very good low-cost if not one of the best! Regular flight to Lille with this company, I had this time the pleasure of one of the last A320 into service. A pleasant cabin crew, smiling and very attentive to our needs.
",easyJet ,Economy Class,A320,3x3
2,seats are so uncomfortable,Dan Ross,United Kingdom,22nd September 2015,,"I've flown easyJet for shorter flights but this was over 4 hours long. Their seats are so uncomfortable as they have no lumbar or neck support. They don't recline. They are a pain, literally! Fine for a short flight, but for longer than a couple of hours, find a premium airline and not a no frills one.",easyJet ,Economy Class,A320,3x3
8,seat was comfortable,Nicholas Blair,United Kingdom,2nd August 2015,,"Edinburgh to Tenerife return. Hadn't flown with easyjet for about 8 years, and having read some of the previous reviews, was not looking forward to these flights.  Nice new Airbus, seat was comfortable and plenty of room, even for me being of a larger build. Crew attentive and professional. All in all, very pleased, would consider them again on this route.",easyJet ,Economy Class,A320,3x3
6,okay for European journeys,Anthony Knifton,United Kingdom,23rd July 2015,,"A bit hard after a couple of hours, but okay for European journeys. I always book an 'extra legroom' seat because I am tall.",easyJet ,Economy Class,A320,3 x 3
10,best in flying and luxury experience,Francis Wong,Hong Kong,16th November 2021,1," This review refers to the Q suite, it really one of the very best in flying and luxury experience. It is almost like flying first class for the price of business. Try it for yourself if you can, you will see what I mean.",Qatar Airways ,Business Class,A350,1x2x1
9,Seat has a good legroom,R Narleva,United States,24th June 2021,1, Seat has a good legroom. The screen size was excellent and the provision of power supply is also commendable.,Qatar Airways ,Economy Class,A350,3x3x3
10,a joy flying with you,Ruben Buizert,Belgium,17th April 2021,1," The service was extremely good and I like to personally name the crew on board who performed this service on flight QR 274 on the 16th of April 2021 from Amsterdam to Doha, thank you very much: Faishal, Rudy, Prudence and Lynda, it was a joy flying with you.",Qatar Airways ,Business Class,Boeing 777,1x2x1
10,good recline and seat width,Mochammad Setyadi,Indonesia,25th August 2020,1," Good seat, legroom good enough for me, good recline and seat width also, access way is enough, tv screen enough with good entertainment.",Qatar Airways ,Economy Class,A350-1000,3x3x3
10,Space between seats is good,David Calvet,Spain,11th August 2020,1," Seats in economy are quite comfortable, I could strech my legs , more or less (I am 180 cm). Space between seats is good. Very comfortable seats and very good reclining.",Qatar Airways ,Economy Class,A350,2x3x2
10,comfortable for long haul flights,Christoph Giger,Switzerland,2nd May 2020,1," A319LR seat very comfortable, it is possible to lay down to horizontal. Easy handling. Good space for even larger peoples. A elder airplane with this new high class seat, this is special. Boeing 787-8 very comfortable, a full bed. Highly comfortable for long haul flights. No difference between this two aircraft seats!",Qatar Airways ,Business Class,A319 LR / Boeing 787-8,1x2x1
6,A320 good and comfortable,Ross Salamone,Italy,2nd January 2020,1, The economy class eat on A320 from Pisa to Doha was good and comfortable. Screen was not working but manager reset it for me. Seat on A380 from Doha to Melbourne was uncomfortable in comparison.,Qatar Airways ,Economy Class,A320,3x3
10, up there with the best,Steven Neoh,Malaysia,28th December 2019,1," This is one of Qatar Airways newest Y products, so it's up there with the best of them. 9-across in an A350 gives about 18 inches of width, probably the best we can hope for in Cattle. The IFE touchscreen is responsive and the in-flight map is latest-gen and full of options; there's even a touchscreen remote controller for those who are into that sort of thing (I'm certainly not). Universal power points at every seat plus a USB port; bi-fold tray table to manage clutter; three-compartment seat pocket so things can be packed away according to size. Only complaint I have is that instead of the 6-way adjustable headrest they go with a 2-way adjustable with fixed wings. (Maybe this was a mid-range configuration; their longer-range A350-1000s have the 6-way headrests.)",Qatar Airways ,Economy Class,A350-900,3x3x3
7,Legroom was fine,W Garlen,United Kingdom,31st August 2019,1," Gatwick to Shanghai return via Doha. Both legs on a Boeing 777-300. The LGW-DIA leg was definitely an older aircraft as the in-flight entertainment was laggy. On-demand movies and TV at every seatback with USB charge socket was satisfactory. On all models of aircraft, the audio connection was a two-pin plug meaning your own headphones could not be used. Nice touch being able to play games with others on the plane. One hour free internet was also really nice touch and reasonable speed quality for emails and social media (not fast enough to post anything other than text/picture). Food was very nice. Good touches with menu given out and metal cutlery. Good drink service. Slightly frustrating that meal service is given shortly after takeoff, even at nearly 2am. Legroom was fine and recline was fine. Seat with at hips was fine however seat tapered to very narrow as it got higher. Most passengers of an average build will find their should overhangs into the aisle. Aisle is also very narrow. Aisle seat passengers are always bumped into.",Qatar Airways ,Economy Class,Boeing 777-300ER,3X3X3
9,seats had excellent legroom,Hemang Suthar,United States,8th July 2019,0," Very good economy class. When I flew from Dulles to Doha (14h flight), The economy class seats had excellent legroom and had a high definition IFE that had a large variety of movies and shows to watch. I was amazed at how the Flight Attendants were very helpful in helping the passengers getting to their seat. The food was excellent but had very little items to choose from. Though the aisle room was a bit small. Best flight I ever had! Thank you for the amazing flight!",Qatar Airways ,Economy Class,Boeing 777-300ER,3x4x3
10,It was very comfortable,A Madaliz,Jordan,26th June 2019,1," Flown on Qatar Airways new Boeing 777-300ER 10 abreast (3x4x3). I have read bad reviews about a 3x4x3 on Boeing 777, but I find it to be very good on Qatar Airways. The legroom was amazing! No IFE box blocking legroom, On Demand high resolution screens, excellent recline, good seat width, nice adjustable headrest. Good seat power supplies. The only negative thing Is aisles were a bit narrow, other than that, great seat. It was very comfortable for my almost 6 hour flight from Doha To Munich.",Qatar Airways ,Economy Class,Boeing 777-300ER,3x4x3
8,The Qsuite is awesome,Faruk Muktadir,Bangladesh,22nd May 2019,1," The Qsuite is awesome with a massage option. Full flat Business class seat and very soft pillows was given. Mattress was very comfortable and handy for long haul flight. All direction movement control was available and arm rest can be dropped down fully to create extra space while sleeping. Only one improvement I would suggest, while sleeping with fully or almost fully flat seat sometimes legs are hit table tray sometimes or it creates barrier to stretch out legs. Seat storage was enough to keep my valuables, Qsuite is a great design to provide privacy during flight especially while sleeping.",Qatar Airways ,Business Class,A350 XWB,1X2X
2,old Boeing 777 business class,E Stoyal,Netherlands,4th March 2019,1," Very disappointed with the old Boeing 777 business class. Old, outdated seats. While some of their aircraft have beautiful business class sections, this is an old and ugly business class.",Qatar Airways ,Business Class,Boeing 777-300ER,2x2x2
10,the best in business class,P Michaels,Singapore,27th February 2019,1," Had the Qsuite single window seat that was forward facing on a flight to Singapore. What a fabulous seat and certainly the best in business class that I have flown. Very comfortable for sitting and relaxing, working and eating, and quite nice in the bed position. A lot of storage options, including the large armrest section. Door closed for sleep time and great privacy and peaceful on the A350. Footwell width area is less than you get in first class, but for business class I cannot complain. Highly recommended.",Qatar Airways ,Business Class,A350-900,1x2x1
4,seats were very cramped,J R Garin,United Kingdom,9th October 2018,1," LHR-DOH-CMB-LHR. Flying economy class on their newly configured Boeing 777-300ER. Flying in economy on the 10 abreast seat layout is highly overrated. Despite having good legroom (bulkhead seat on all flights) and having enough padding and recline, the seats were very cramped. Me and my partner both have broad shoulders (I am 5'7 and he is 6'1) and the seats meant our shoulders touching each others (though not minding at all as we are a couple- it just meant that his shoulder was touching his neighbours shoulder and had to fight for elbow room).",Qatar Airways ,Economy Class,Boeing 777-300ER,3x4x3
9,Seats are very comfortable,Sukhbir Kaur,United Kingdom,24th August 2018,1, My flight DOH to Paris and Back Paris to DOH was very pleasant on the A380. Seats are very comfortable. Touch screen TV quite advanced. Quite good leg room in economy class too. Will recommend this flight to others too.,Qatar Airways ,Economy Class,A380,3x4x3
3,average seat place,Victor Sale,United Kingdom,11th May 2018,1," Really average seat place and IFE was basically not working, narrow space for the legs windows were dirty, and old furniture. The seat table was uncomfortable to eat as you could not put a big plate on it, and was making it even narrow. In general I slept during the flight because I had no chance to charge my phone, or watch a film, as the cabin crew was not able to change it in English, at least, from Arabic. After two hours the screen shut completely down",Qatar Airways ,Economy Class,A330-300,2x4x2
10,economy on 787-8 was excellent,Marc Russell,Australia,8th April 2018,1," I was returning from Rome and going back to Doha then Melbourne. Qatar airways economy on their 787-8 was excellent, it had reclining seats, leather headrests, adjustable headrests, good movies on the IFE, also universal power points in between the seats, USB ports to charger you device, a coat hanger, a tv remote which was touch screen and easy to use and also the mood light was terrific! Good job Qatar airways I will definitely fly with you again!
",Qatar Airways ,Economy Class,Boeing 787-8,3x3x3
5,very hard and uncomfortable,H Morris,United Kingdom,14th March 2018,0,"❎  I was very impressed with all aspects of the service provided by all the flight and ground crew. They could not have been more helpful or considerate. The in flight service was conducted in a most pleasant and cordial manner. But the seats did not in my opinion come up to the same high standard. I flew from Manchester to Doha, on to Nagpur (on an A20) 05/03/2018 and returned a week later on the same route and aircraft. The flight to Nagpur and return were much more comfortable than the flights to and from Doha. The Boeing 787-8 3x3x3 format made the seats quite narrow, which I could cope with, being reasonably 'normal'. However I found the seat base to be very hard and uncomfortable. Anyone who managed to dream on this Boeing 787-8 must have been exhausted or of a stronger constitution than yours truly. ",Qatar Airways ,Economy Class,Boeing 787-8,3x3x3
9,seats were comfortable enough,Christina Houvarda,Greece,8th March 2018,0,"❎  Three friends and I flew Athens-Doha-Chennai and back with different aircraft types of Qatar Airways. We were all impressed - the seats were comfortable enough for economy seats, there was a pillow and a blanket on each seat, there was a monitor screen for every seat, the food with complimentary drinks, was quite good, as for the service it was just wonderful! Efficient, polite and caring stewards and stewardesses on the plane and equally good personnel on the ground! Security was excellent and all in all we had four pleasant flights, the best ever on any economy class flights we had flown the last years, as all airlines are offering less and less amenities through less and less caring staff nowadays!",Qatar Airways ,Economy Class,A330-300/200 and Boeing 787,2x3x2 / 3x3x3
9,seat was comfortable,M Garishvili,Georgia,2nd March 2018,1," The seat was comfortable, the leg room was OK for three hours flight. There was complimentary pillow and blanket on each seat. Each seat was equipped with IFE system and universal power socket. Though I had to share the power socket with the passenger sitting next to me, but it was ok as there was USB port on the screen of IFE system.",Qatar Airways ,Economy Class,A320,3x3
9,seat was really comfortable,Giorgi Mosulishvili,Georgia,25th February 2018,1," The seat was really comfortable for the long-haul flight. Sometimes I have back pain during sitting for the long amount of time, but after the flight I didn't feel any pain. The legroom was also bearable, although I wish there was more legroom as I am very tall and it is always hard for me to find any room where I can put my feet. There was small box under the seat in front of me and it was bit annoying.",Qatar Airways ,Economy Class,A330,2x4x2
8,seat and strange noise let it down for me,C Soble,United Kingdom,6th December 2017,1," I was travelling from Manchester to Kuala Lumpur via Doha with Qatar Airways, but on-board a couple of Boeing 787 it was tolerable but wasn't great. The legroom isn't great for people over six foot and trying to get past another passenger is very difficult (and the people next to me would not stand up) I was in the window seat 15/16A, which was nice (especially for sleeping) and the large window is great but had even less leg space due to the presence of a large silver IFE box. The seat recline was quite useless - it didn't seem to stay so you had to keep pressure leaning back (I don't normally recline anyway out of respect for others) Whenever the person in front reclined I was very cramped and couldn't move much - forget about accessing the aisle. Having 9 seats in each row is quite a lot in reality, it can result in some armrest battles with your neighboring passengers from slightly narrow seats. Maybe 8 would have given a better customer experience. Ironically my first flight to Doha had just 50 people on-board so I didn't have a problem there but my connections from then onward were much busier. Finally, there was a very annoying high pitched noise throughout the whole flight, which is either from the lights or the IFE boxes. It was rhythmic and once I had noticed it I couldn't ignore it sadly. On both of my Boeing 787 connections this noise was present so I know it wasn't this specific flight. Aside from the obligatory safety leaflet and an in-flight magazine (didn't know people still read these, hah) the seat storage was decent. On the whole I thought Qatar had very good service, all of the crew were lovely but the seat and strange noise let it down for me.",Qatar Airways ,Economy Class,Boeing 787,3x3x3
2,Boeing 777-300ER was diabolical,P Sturgess,Australia,17th October 2017,," The flights from Doha to Europe were fine and the economy seats reasonably comfortable. The flight to Perth on the Boeing 777-300ER was diabolical. The seats are the narrowest I have encountered, I had a window seat and there was no space between the seat and wall of the aircraft at all. For an 11hr flight this is uncomfortable. Flying at 2am out of Doha the cabin crew took 2hrs before starting to serve a meal and another hour to collect trays. At 5am Doha time the sun was coming up and blinds were not shuttered so no sleep was had. ",Qatar Airways ,Economy Class,Boeing 777-300ER,3x4x3
8,seats had good width,Ashish Menon,United Arab Emirates,15th October 2017,," A330-300 seating system was 2-4-2, the seats were well spaced, enough space between the aisle seats, seats well cushioned and legroom space was also good. The recline of seats was really good, seats had good width and good back support. Storage space above was also very good.",Qatar Airways ,Economy Class,A330-300,2x4x2
4,avoid the 787 in the future,Marc Pinol,Spain,17th August 2017,," I was excited to fly the Boeing 787 by Qatar, but it turned out to be disappointing. The seat pitch is not sufficient, I'm not especially tall (173) but my knees were almost touching the seat in front, and the box of the inflight entertainment located below the seats takes plenty of space. The Boeing 787 3x3x3 layout is not that convenient, more passengers have middle seats and you are bothered more often by other passengers who wish to stand up. I will avoid the 787 in the future.",Qatar Airways ,Economy Class,Boeing 787,3x3x3
9,A380 seats comfortable,R Fimero,United Kingdom,28th July 2017,," I found the A380 seats comfortable, something that you expect from a great company even for economy tickets, they were comfy and with enough space even for tall people. I would definitely recommend, as even for a long flight like this case I did not feel uncomfortable.",Qatar Airways ,Economy Class,A380,3x3x3
8,Seats were comfortable,Leon Ha,Australia,18th July 2017,," I flew from Doha to Perth on Qatar Airways Boeing 777-200. The aircraft is new and well-maintained. Seats were comfortable. Sufficient leg room (I am 1.75m tall) and seat pitch is wide enough. Sometimes I do find it difficult to sleep on plane but I slept through most of the flight. There is also USB connectivity that allows you to charge your devices but for some reasons it did not work on my seat. So I decided to indulge in the inflight entertainment system and work through Sudoku instead. Overall, a pleasant flight with Qatar Airways.",Qatar Airways ,Economy Class,Boeing 777-200,3x3x3
9, very attentive flight attendants,I Main,Australia,11th June 2017,,"❎ Unverified |  We flew Melbourne to Edinburgh return via Doha. The long flights (MEL-DOH which were 14hrs) were actually the best experience. Very, very attentive flight attendants apart from one leg where it took an hour and a half after take off before we got any drink or snack - otherwise I've have scored them 10/10). Seemingly always bringing something to eat or drink. Good entertainment systems also for 11 yo daughter (although one of the screens had poor tough screen alignment making it very frustrating to select the right choices - although we got there in the end). USB power charging not working on two of the legs (across 6 seats near us). Very short stop-over times in DOH if you choose carefully (we got 2 hrs and 4 hrs - be careful of picking the 16hr stop over!).",Qatar Airways ,Economy Class,3X4X3,June 2017
6,seats are much more cramped,David Gilbert,Italy,3rd April 2017,, Milan to Hong Kong Via Doha. I was excited to be on a Boeing 787 for the first time on the Doha Hong Kong legs and although very aesthetically pleasing the seats are much more cramped and hard compared to the more comfortable and spacious A330. Why do they do that? ,Qatar Airways ,Economy Class,Boeing 787,3x3x3
2,economy seats are cramped,Kenny Yu,Singapore,17th March 2017,," Flew Doha to Rome return, connecting from a Qatar Airways A350 flight. The 787 economy seats are cramped - and there are IFE boxes under the window and isle seat - making the leg room more cramped. I would not recommend it for flights above 2 hours.",Qatar Airways ,Economy Class,Boeing 787,3x3x3
6,no power supply on A320 seats,James Thun,South Africa,5th March 2017,," We were seriously disappointed with a lack of individual inflight entertainment on this A320 and no power supply on the seats. The seats were basic and old. The old has it's Pro's and Con's, being old they had more cushion than lighter more modern seats, and felt more comfortable over a 5 hour stretch (can't say that for their B787 though), they also boasted some nice leg rests however both of ours didn't work and no one showed any interest in fixing it. Legroom near the window seat was hindered by the what seemed like an small entertainment box, although there was no individual in-flight entertainment system.  So all in all, the flight was more of a headache than it was a pleasure. If you have a kindle or similar, I'd say bring it. ",Qatar Airways ,Economy Class,A320,3x3
8,very comfortable for economy class,Daniel Lim,Malaysia,14th January 2017,," The Boeing 777 seats are very comfortable for economy class, it leave just enough space for the passengers to relax or to fall asleep, the adjustable pillow on the top of the seats are very clever try to suit to passengers different height, is one of the few airlines that I had experienced so far still feel rather relax and positive after 7/8 hours sit on the plane and leave the plane with a happy face
",Qatar Airways ,Economy Class,Boeing 777,3x3x3
7,legroom is a big consideration,Ian Keane,Australia,12th November 2016,,"A380 return trip Sydney to Barcelona. Fortunate on the return leg that we were very early checking in and snagged an exit row seat. A definite bonus because on the leg Sydney - Doha we flew on an economy seat and the legroom was pathetic for a flight that length of time. The flight from Doha to Barcelona on a Boeing 787 had more legroom. Although everything else was great, legroom is a big consideration if you are over 1800mm so we won't be flying Qatar A380 next time unless we can guarantee an exit row seat or similar. Of course exit rows have their disadvantages too. Because they have bulkheads they are often reserved for babies in basinets. ",Qatar Airways ,Economy Class,A380,3x4x3
5,there is little leg room,D Kannar,Denmark,4th November 2016,,"I flew from Copenhagen to Tokyo on their Boeing 787. I have always been very happy flying with Qatar Airways and have used them many times now. But it is not what it has been. You sit too close, there is little leg room and I'm not so tall, 175cm. Service from CPH-DOH there were only two rounds of drinks, and food portions have been very small. I will avoid flying on the routes where they use the B-787.",Qatar Airways ,Economy Class,Boeing 787-8,3x3x3
9,better compared to other airlines,Arvinth Arasu,India,28th July 2016,,"MAA-DOH was an A333 with a 2x4x2 configuration which seems to be old. The IFE was old and the options were good.  DOH-ATL a Boeing 777 200 LR with a 3x3x3 configuration. Which meant that the space was better compared to other airlines. Recline was very good too. ATL-DOH a 777 200 LR with the same configuration. Good seats, good food, Good IFE and a straight forward flight.  DOH-MAA an A330 with 2x4x2 configuration. Slept throughout the flight and missed the meal onboard. Overall a great experience with Qatar Airways.",Qatar Airways ,Economy Class,Boeing 777 / A330,"2x4x2, 3x3x3"
10,definitely choose to fly again,L Uthmeyer,Australia,17th July 2016,,"The flight Adelaide - Doha and return was awesome on the new A350 and everything about the flight was wonderful. The service was great and staff were extremely accommodating and friendly. The plane was so smooth and quiet that we almost didn't know we'd taken off. The seats are very comfortable as they have a larger recline than other airline seats in economy. The kids were kept entertained by the entertainment system although my 2 year old struggled as the 'baby shows' were mostly in Arabic. Even Sesame Street was an Arabic version. The food was excellent and even though my smaller child hadn't paid for a ticket she still received a meal of her own on every flight. Doha airport is new, clean and easy to navigate with a couple of play areas for kids. Also lots of spots for adults to chill out, watch tv, plug in phones to charge for free and food courts to eat in. Given the amazing rate I got and the fact that the plane was so new and the service so impeccable, I would definitely choose to fly Qatar again.",Qatar Airways ,Economy Class,A350,3x3x3
8,seat was still relatively comfortable,K Ruslan,United Kingdom,15th July 2016,,Qatar Airways followed other airlines in changing the seating in their Boeing 777-300ER from 3x3x3 to 3x4x3. Surprisingly the seat was still relatively comfortable albeit the isle access was impacted. Overall a good seat and the price that I paid it was still superb value for money. Screen was good and fully working. Compared to European airlines Qatar Airways product is much better value for your money.,Qatar Airways ,Economy Class,Boeing 777-300ER,3x4x3
8,changed seat configuration to 3-4-3,Waqas Alfarsi,Oman,9th July 2016,,"Qatar Airways old seats configuration on B777-300er used to be one of the most comfortable seats that I had among all the carriers that I have tried. Unfortunately they changed the seats configuration to 3-4-3. The new seats have less width and are not comfortable as they were before. I had an aisle seat on the route New York To Doha and people walking to the restroom often touched my shoulder. I was disappointed with the last flight, I think I will try my best to avoid this B777-300er. I recommend the airline but not this aircraft.",Qatar Airways ,Economy Class,Boeing 777-300ER,3x4x3
8,nice amenities were provided,Marc Pinol,Spain,8th July 2016,,"I was moved from the lower to the upper deck on the Qatar Airways A380, at my request. Very nice option as the economy cabin on the upper deck is much smaller, therefore feels more private, less crowded, and going to the lavatory becomes easier. 25K in the first row, window seat. This seat is great if you have a red eye flight, as feels more spacious, there is no seat in front of you, and so on. It feels less spacious, though, than the lower deck as the bulkhead is lower. But the good thing is that you have a small compartment between the seat and the window, and the distribution is 2x4x2. Seat was comfortable, easy to sleep there, and nice amenities were provided for this night flight.",Qatar Airways ,Economy Class,A380,2x4x2
5,avoid flying on Boeing 787,Alan Jackson,United Kingdom,22nd May 2016,,"Boeing 787, avoid flying on the Boeing 787 in economy. The seat width is terrible, the leg room is inadequate due to IFE boxes and once the seat in front is reclined you can't move in your seat. The IFE is class leading and they have a modern fleet but apart from these two points I feel that Qatar is living on a previous reputation.",Qatar Airways ,Economy Class,Boeing 787,3x3x3
8,Seats were the perfect width,A Barnes,Bahrain,21st May 2016,," Flew from BAH-DOH-MAN Very good flight overall. Seats were the perfect width with ample leg room, however the padding in the seat could be improved. Food was, for once, nice and the flight attendants were lovely. Selection of movies was great and TV Shows were good; I did find that the power supply was confusing as I could not plug in my laptop charger, however could plug in my phone charger with both being 3 pin-plugs, even the flight attendant could not manage. Flight from Bahrain was refreshing, however to much to comment on when it is only 25 minutes. Stopover in Doha was lovely, the staff there are very helpful and friendly, and the airport is modern and easy to navigate.",Qatar Airways ,Economy Class,Boeing 777-300ER / A320,3x3x3
7,pushes my head slightly forward,T Penney,United Kingdom,18th May 2016,,"All is good except for one problem I have with Qatar Airways new A380 seats: I find that when the seat is in the upright position, which I mostly prefer even when sleeping/dozing, whatever position the new sliding head rest is in, it pushes my head just slightly forward of its natural upright 'fulcrum' position. This means that when I relax completely my head wants to flop forward with my chin on my chest. This is not good on a long haul flight. Luckily I am not too tall (5'7.5"") so if I push the headrest up completely and I slump slightly it almost clears the back of my head. This is comfortable and I can relax completely.",Qatar Airways ,Economy Class,A380,3x4x3
9,seats are  comfortable enough,S Welsh,Australia,14th April 2016,,"Flew MEL to EDI via DOH with my 4 year old daughter, both the Boeing 777-300ER and Boeing 787 are fine aircraft, the Boeing 777 seat feels slightly more spacious due to not having any boxes near your feet but otherwise the seats seems the same size and comfortable enough. Both IFE were consistent and excellent, they could potentially have done with slightly more content for children. My only negative would be that they serve the same child meals on each flight with no other options offered. Cabin crew were excellent, friendly and speedy with service, a must to ensure no spillages or accidents with kids and food trays. For an economy flight, service and value for money I don't believe there is a better airline to travel with.",Qatar Airways ,Economy Class,Boeing 777 / 787,3x4x3 / 3x3x3
10,best Economy seat I ever had,F Drexler,Austria,3rd April 2016,,FRA-DOH in Qatar Airways new A350. So far the best Economy seat I ever had with generous leg room and seat width. The whole cabin is spacious and extremely quiet. I also didn't spot any entertainment boxes which cut off leg room under any seat in the cabin. The seat tracks align with all seats so wherever you're seated you can stretch your legs forward. Pretty good IFE too.,Qatar Airways ,Economy Class,A350-900,3x3x3
2,configuration feels cramped,F Drexler,Austria,3rd April 2016,,"I chose Qatar because according to their homepage at the time of booking they have a 3x3x3 layout in their 777-300 - which was true for the flight DOH-PER, but on the way back it was a new 3x4x3 configuration. While the old seats were quite spacious, the new configuration feels cramped. Very small entertainment boxes under some seats which aren't disturbing, but because of the extra seat in each row some seats don't align with the seat tracks and you can't stretch out your legs straight on all A, D, E, F, G and K seats. I had a C seat on both flights. Pretty comfortable on the 3x3x3 configuration, but not with the narrower isle on the 3x4x3 configuration, every person or trolley that passed ran into my shoulder and/or elbow. ",Qatar Airways ,Economy Class,Boeing 777-300,3x3x3 / 3x4x3
9,A330 was really good,Rajandeep Singh,United Kingdom,7th March 2016,,"The seat was pretty good for the A330 and the A321. The only thing with the A321 was that there wasn't much leg room. The A330 from Manchester was really good, the seat width was great and the aisle space wide enough to get past and also to stretch my leg. TV screen view was good because I was able to see what I was watching. ",Qatar Airways ,Economy Class,A330 / A321,2x4x2 / 3x3
